,idf_weights
like obama,8.060762448107315
mindset,8.060762448107315
mindless,8.060762448107315
like playground,8.060762448107315
mind can't,8.060762448107315
iran venezuela,8.060762448107315
nut,8.060762448107315
go save,8.060762448107315
he'd,8.060762448107315
he's like,8.060762448107315
he's do,8.060762448107315
physically verbally,8.060762448107315
physician,8.060762448107315
he's act,8.060762448107315
pick someone,8.060762448107315
haul,8.060762448107315
phrase,8.060762448107315
hatred bully,8.060762448107315
piece trash,8.060762448107315
hater,8.060762448107315
pier,8.060762448107315
pier morgan,8.060762448107315
hate speech,8.060762448107315
physically attack,8.060762448107315
head bully,8.060762448107315
plz,8.060762448107315
petro,8.060762448107315
person corona,8.060762448107315
person would,8.060762448107315
healthcare worker,8.060762448107315
health wellbeing,8.060762448107315
peter alexander,8.060762448107315
petition,8.060762448107315
pettiness,8.060762448107315
head examine,8.060762448107315
ph,8.060762448107315
phase,8.060762448107315
heal,8.060762448107315
phone call,8.060762448107315
head work,8.060762448107315
head hope,8.060762448107315
piss can't,8.060762448107315
placate,8.060762448107315
place virus,8.060762448107315
handling covid,8.060762448107315
happy go,8.060762448107315
happen virus,8.060762448107315
happen bully,8.060762448107315
please report,8.060762448107315
please spread,8.060762448107315
please stay,8.060762448107315
please use,8.060762448107315
hat nature,8.060762448107315
plot,8.060762448107315
handedly,8.060762448107315
plummeting,8.060762448107315
hand coronavirus,8.060762448107315
plummeting index,8.060762448107315
halt,8.060762448107315
happy virus,8.060762448107315
har,8.060762448107315
please go,8.060762448107315
please get,8.060762448107315
please allow,8.060762448107315
playground bullying,8.060762448107315
player,8.060762448107315
play victim,8.060762448107315
hard way,8.060762448107315
harder,8.060762448107315
play politics,8.060762448107315
play china,8.060762448107315
plastic,8.060762448107315
plant,8.060762448107315
harry meghan,8.060762448107315
harshly,8.060762448107315
plan bully,8.060762448107315
hear lie,8.060762448107315
hear news,8.060762448107315
hear virus,8.060762448107315
hillary,8.060762448107315
people reason,8.060762448107315
people relate,8.060762448107315
history judge,8.060762448107315
history book,8.060762448107315
people right,8.060762448107315
hint,8.060762448107315
people sick,8.060762448107315
hidden,8.060762448107315
high temperature,8.060762448107315
high risk,8.060762448107315
people stupid,8.060762448107315
hide information,8.060762448107315
hide covid,8.060762448107315
hide behind,8.060762448107315
people put,8.060762448107315
hk student,8.060762448107315
hk today,8.060762448107315
people power,8.060762448107315
hkers must,8.060762448107315
people lot,8.060762448107315
hoard,8.060762448107315
hoard toilet,8.060762448107315
hoax bully,8.060762448107315
hoax f,8.060762448107315
hoax make,8.060762448107315
hoe,8.060762448107315
people job,8.060762448107315
hold head,8.060762448107315
people internet,8.060762448107315
people instead,8.060762448107315
people i'm,8.060762448107315
people tell,8.060762448107315
people thing,8.060762448107315
persecute,8.060762448107315
hello,8.060762448107315
help coronavirus,8.060762448107315
help corona,8.060762448107315
help assurance,8.060762448107315
help anything,8.060762448107315
perfect time,8.060762448107315
helm,8.060762448107315
heavily,8.060762448107315
people time,8.060762448107315
heaven,8.060762448107315
heathrow,8.060762448107315
perisherbluebully,8.060762448107315
perisherbluebully perisher,8.060762448107315
perpetrator,8.060762448107315
perpetuate,8.060762448107315
help deal,8.060762448107315
perception,8.060762448107315
percent,8.060762448107315
people's child,8.060762448107315
help spread,8.060762448107315
help think,8.060762448107315
help user,8.060762448107315
helper,8.060762448107315
people wash,8.060762448107315
helpless,8.060762448107315
people usa,8.060762448107315
people u,8.060762448107315
hesitate,8.060762448107315
people twitter,8.060762448107315
people treat,8.060762448107315
hey guy,8.060762448107315
hey trump,8.060762448107315
half chinese,8.060762448107315
pm's,8.060762448107315
iow exact,8.060762448107315
good shift,8.060762448107315
prefer spend,8.060762448107315
pregnant,8.060762448107315
good user,8.060762448107315
prejudice bully,8.060762448107315
good tell,8.060762448107315
good take,8.060762448107315
good response,8.060762448107315
gopleaders,8.060762448107315
good place,8.060762448107315
good people,8.060762448107315
prepare bully,8.060762448107315
good know,8.060762448107315
good idea,8.060762448107315
good end,8.060762448107315
gop bully,8.060762448107315
gopleaders despite,8.060762448107315
hai,8.060762448107315
government take,8.060762448107315
govok,8.060762448107315
governor work,8.060762448107315
governor take,8.060762448107315
ppl put,8.060762448107315
governmental,8.060762448107315
ppl say,8.060762448107315
government regard,8.060762448107315
predator,8.060762448107315
government fault,8.060762448107315
government department,8.060762448107315
practical,8.060762448107315
prayer work,8.060762448107315
gov official,8.060762448107315
gov coronavirus,8.060762448107315
good economy,8.060762448107315
present president,8.060762448107315
gonna keep,8.060762448107315
go take,8.060762448107315
go wrong,8.060762448107315
go world,8.060762448107315
president try,8.060762448107315
go virus,8.060762448107315
go thousand,8.060762448107315
go talk,8.060762448107315
go stpat,8.060762448107315
gonna go,8.060762448107315
president would,8.060762448107315
go spring,8.060762448107315
go spread,8.060762448107315
go show,8.060762448107315
go see,8.060762448107315
president xi,8.060762448107315
president realdonaldtrump,8.060762448107315
goat,8.060762448107315
president job,8.060762448107315
god damn,8.060762448107315
god give,8.060762448107315
god good,8.060762448107315
god great,8.060762448107315
god help,8.060762448107315
god people,8.060762448107315
president history,8.060762448107315
president donald,8.060762448107315
gofundme,8.060762448107315
president deal,8.060762448107315
golf tweet,8.060762448107315
president change,8.060762448107315
president busy,8.060762448107315
gonna die,8.060762448107315
govok take,8.060762448107315
ppl get,8.060762448107315
ppl also,8.060762448107315
gta 6,8.060762448107315
politically,8.060762448107315
politics covid,8.060762448107315
guess trump,8.060762448107315
guess bully,8.060762448107315
poor donnie,8.060762448107315
poor excuse,8.060762448107315
gta,8.060762448107315
popular,8.060762448107315
poor people,8.060762448107315
grumpy,8.060762448107315
grown ups,8.060762448107315
pop,8.060762448107315
populace,8.060762448107315
grow bully,8.060762448107315
gusto,8.060762448107315
political life,8.060762448107315
guy bully,8.060762448107315
guy call,8.060762448107315
guy give,8.060762448107315
political agenda,8.060762448107315
guy post,8.060762448107315
guy say,8.060762448107315
guy think,8.060762448107315
gym,8.060762448107315
pol,8.060762448107315
h go,8.060762448107315
point bully,8.060762448107315
h1n1 swine,8.060762448107315
poet,8.060762448107315
pmqs today,8.060762448107315
hahaha bully,8.060762448107315
grow act,8.060762448107315
group bully,8.060762448107315
gp,8.060762448107315
potus yet,8.060762448107315
grandmother,8.060762448107315
potus fails,8.060762448107315
granddaughter,8.060762448107315
grandchild,8.060762448107315
graduation,8.060762448107315
grader,8.060762448107315
poverty starvation,8.060762448107315
popularity,8.060762448107315
grad,8.060762448107315
power good,8.060762448107315
power wrong,8.060762448107315
grab rest,8.060762448107315
grab power,8.060762448107315
powerful leader,8.060762448107315
grandparent,8.060762448107315
grant,8.060762448107315
grapevine,8.060762448107315
grasp fact,8.060762448107315
pot china,8.060762448107315
postcoronavirus,8.060762448107315
post talk,8.060762448107315
great country,8.060762448107315
post say,8.060762448107315
great president,8.060762448107315
possibly one,8.060762448107315
possible mental,8.060762448107315
possibility,8.060762448107315
positive individual,8.060762448107315
position authority,8.060762448107315
pose,8.060762448107315
pork,8.060762448107315
people hospital,8.060762448107315
people hope,8.060762448107315
home corona,8.060762448107315
open chinese,8.060762448107315
index,8.060762448107315
independent,8.060762448107315
onevoice1,8.060762448107315
increasingly,8.060762448107315
increase bullying,8.060762448107315
increase bully,8.060762448107315
incompetent corrupt,8.060762448107315
one way,8.060762448107315
open covid,8.060762448107315
open mouth,8.060762448107315
incompetency,8.060762448107315
incompetencepandemic gopleaders,8.060762448107315
incompetencepandemic,8.060762448107315
incompetence bullying,8.060762448107315
one would,8.060762448107315
indian virus,8.060762448107315
people hear,8.060762448107315
infantile,8.060762448107315
one problem,8.060762448107315
infect trump,8.060762448107315
infect people,8.060762448107315
infect others,8.060762448107315
infect coronavirus,8.060762448107315
one right,8.060762448107315
inexcusable,8.060762448107315
one virus,8.060762448107315
ineptitude,8.060762448107315
one scar,8.060762448107315
one trump,8.060762448107315
indoors,8.060762448107315
one try,8.060762448107315
individual side,8.060762448107315
opening,8.060762448107315
opinion corona,8.060762448107315
include sweat,8.060762448107315
otherwise would,8.060762448107315
important issue,8.060762448107315
import,8.060762448107315
ostracise bully,8.060762448107315
others bully,8.060762448107315
others world,8.060762448107315
impeachment hoax,8.060762448107315
impeachedforlife,8.060762448107315
include child,8.060762448107315
ou,8.060762448107315
outbreak bully,8.060762448107315
outbreak china,8.060762448107315
impact coronavirus,8.060762448107315
outbreak instead,8.060762448107315
outlet,8.060762448107315
important news,8.060762448107315
originate wuhan,8.060762448107315
impose,8.060762448107315
impossible,8.060762448107315
impotent,8.060762448107315
originate country,8.060762448107315
origin virus,8.060762448107315
origin china,8.060762448107315
order priority,8.060762448107315
oppose,8.060762448107315
opportunity hit,8.060762448107315
incapable deal,8.060762448107315
incel,8.060762448107315
incessant,8.060762448107315
opportunity bully,8.060762448107315
opponent trump,8.060762448107315
opponent can't,8.060762448107315
one poor,8.060762448107315
one point,8.060762448107315
infectious,8.060762448107315
intentional,8.060762448107315
oh get,8.060762448107315
interesting,8.060762448107315
oh that's,8.060762448107315
oh want,8.060762448107315
interest news,8.060762448107315
oh yes,8.060762448107315
ok get,8.060762448107315
insult people,8.060762448107315
okay guy,8.060762448107315
intend,8.060762448107315
old lady,8.060762448107315
intellectual,8.060762448107315
old people,8.060762448107315
old playground,8.060762448107315
official conference,8.060762448107315
offensive,8.060762448107315
occupy,8.060762448107315
interrupt,8.060762448107315
intervene,8.060762448107315
oc,8.060762448107315
obtain technology,8.060762448107315
obtain,8.060762448107315
object,8.060762448107315
intimidation,8.060762448107315
obfuscate,8.060762448107315
invent,8.060762448107315
obesity,8.060762448107315
investigation,8.060762448107315
obese,8.060762448107315
obama's fault,8.060762448107315
iow,8.060762448107315
insulting,8.060762448107315
insult can't,8.060762448107315
influenza,8.060762448107315
initiative,8.060762448107315
insecurity,8.060762448107315
insecure bully,8.060762448107315
one coworkers,8.060762448107315
one deserve,8.060762448107315
one except,8.060762448107315
one fault,8.060762448107315
one good,8.060762448107315
insult call,8.060762448107315
one last,8.060762448107315
information virus,8.060762448107315
information public,8.060762448107315
one need,8.060762448107315
one one,8.060762448107315
one pathetic,8.060762448107315
one clue,8.060762448107315
insinuate,8.060762448107315
one best,8.060762448107315
insistence,8.060762448107315
insistence call,8.060762448107315
one believe,8.060762448107315
one another,8.060762448107315
instance,8.060762448107315
one aggressive,8.060762448107315
instead bullying,8.060762448107315
instead take,8.060762448107315
instead try,8.060762448107315
instead u,8.060762448107315
instead worry,8.060762448107315
oli london,8.060762448107315
oli,8.060762448107315
old white,8.060762448107315
outside china,8.060762448107315
outta,8.060762448107315
immigration,8.060762448107315
however fellow,8.060762448107315
pay virus,8.060762448107315
payment,8.060762448107315
pc,8.060762448107315
huawei,8.060762448107315
hr,8.060762448107315
however please,8.060762448107315
however chinese,8.060762448107315
pelosi schumer,8.060762448107315
pe,8.060762448107315
house pass,8.060762448107315
house pandemic,8.060762448107315
house call,8.060762448107315
peddle,8.060762448107315
peep,8.060762448107315
huge difference,8.060762448107315
pay hush,8.060762448107315
human another,8.060762448107315
pattern,8.060762448107315
human lie,8.060762448107315
human life,8.060762448107315
patriotic,8.060762448107315
patient covid,8.060762448107315
humanity bully,8.060762448107315
patent,8.060762448107315
patels bully,8.060762448107315
patels,8.060762448107315
humble coronavirus,8.060762448107315
patel's bullying,8.060762448107315
patel simply,8.060762448107315
past day,8.060762448107315
hungry,8.060762448107315
peg,8.060762448107315
hostile,8.060762448107315
party seem,8.060762448107315
homies,8.060762448107315
honey,8.060762448107315
honesty integrity,8.060762448107315
people daily,8.060762448107315
people different,8.060762448107315
people dont,8.060762448107315
people experience,8.060762448107315
homeschooling,8.060762448107315
pence,8.060762448107315
people fact,8.060762448107315
people family,8.060762448107315
people find,8.060762448107315
people force,8.060762448107315
home sec,8.060762448107315
people good,8.060762448107315
people cyber,8.060762448107315
people cuz,8.060762448107315
hongkong,8.060762448107315
people convince,8.060762448107315
hope chinese,8.060762448107315
hope kid,8.060762448107315
hope still,8.060762448107315
hope u,8.060762448107315
people bullying,8.060762448107315
people beat,8.060762448107315
people basically,8.060762448107315
horrible virus,8.060762448107315
people around,8.060762448107315
people always,8.060762448107315
people affect,8.060762448107315
hospital bed,8.060762448107315
host,8.060762448107315
hunt,8.060762448107315
hurt american,8.060762448107315
oval office,8.060762448107315
pandemic coronavirus,8.060762448107315
ignore fact,8.060762448107315
ignore cdc,8.060762448107315
ignore bully,8.060762448107315
pan,8.060762448107315
ignorant people,8.060762448107315
pandemic bully,8.060762448107315
pandemic really,8.060762448107315
paper get,8.060762448107315
panel,8.060762448107315
pangolin,8.060762448107315
idiot charge,8.060762448107315
panic coronavirus,8.060762448107315
idiot around,8.060762448107315
panic virus,8.060762448107315
pakistan,8.060762448107315
ignore try,8.060762448107315
paint,8.060762448107315
ik,8.060762448107315
ik corona,8.060762448107315
ill know,8.060762448107315
illinois,8.060762448107315
illiterate,8.060762448107315
oxbridge,8.060762448107315
owe,8.060762448107315
imagine aid,8.060762448107315
overtake,8.060762448107315
overshadow,8.060762448107315
overreacting user,8.060762448107315
overreacting,8.060762448107315
overreact,8.060762448107315
overrate,8.060762448107315
idiocy racism,8.060762448107315
par,8.060762448107315
hurt bully,8.060762448107315
husband's continued,8.060762448107315
parliamentary,8.060762448107315
part problem,8.060762448107315
hypocrisy hatred,8.060762448107315
party china,8.060762448107315
hush money,8.060762448107315
hush,8.060762448107315
husband's,8.060762448107315
ideal,8.060762448107315
hurting people,8.060762448107315
party corrupted,8.060762448107315
hurtful,8.060762448107315
hurt u,8.060762448107315
party line,8.060762448107315
hurt economy,8.060762448107315
park,8.060762448107315
parent name,8.060762448107315
parent bully,8.060762448107315
i'm also,8.060762448107315
i'm bully,8.060762448107315
i'm chinese,8.060762448107315
i'm fuck,8.060762448107315
i'm glad,8.060762448107315
i'm sick,8.060762448107315
parasite,8.060762448107315
paranoid,8.060762448107315
i'm watch,8.060762448107315
i'm wrong,8.060762448107315
i've bully,8.060762448107315
i've ever,8.060762448107315
ice,8.060762448107315
parade,8.060762448107315
coverups,8.060762448107315
day long,8.060762448107315
stomach poor,8.060762448107315
boil,8.060762448107315
user twitter,8.060762448107315
user uh,8.060762448107315
user way,8.060762448107315
bolsonaro,8.060762448107315
bold,8.060762448107315
bojo,8.060762448107315
body bully,8.060762448107315
bloviation,8.060762448107315
user we're,8.060762448107315
boarder,8.060762448107315
user welcome,8.060762448107315
user whole,8.060762448107315
user wish,8.060762448107315
blue refuse,8.060762448107315
user truth,8.060762448107315
user trumps,8.060762448107315
boorish,8.060762448107315
boot,8.060762448107315
user trump's,8.060762448107315
border racist,8.060762448107315
user truly,8.060762448107315
user today,8.060762448107315
borisjohnson,8.060762448107315
user tire,8.060762448107315
boss,8.060762448107315
user though,8.060762448107315
user thickskinned,8.060762448107315
bound,8.060762448107315
user taiwan,8.060762448107315
user suspect,8.060762448107315
boy get,8.060762448107315
user woman,8.060762448107315
user world,8.060762448107315
user sound,8.060762448107315
black woman,8.060762448107315
vector,8.060762448107315
venezuela,8.060762448107315
vengeful,8.060762448107315
blame asian,8.060762448107315
blah blah,8.060762448107315
blah,8.060762448107315
verge,8.060762448107315
user wtf,8.060762448107315
black death,8.060762448107315
bla,8.060762448107315
veteran,8.060762448107315
bitter,8.060762448107315
bite,8.060762448107315
via twitter,8.060762448107315
blame medium,8.060762448107315
valuable,8.060762448107315
blame one,8.060762448107315
vaccine would,8.060762448107315
vacation,8.060762448107315
utter failure,8.060762448107315
utmost,8.060762448107315
blame way,8.060762448107315
usual stop,8.060762448107315
usual bullying,8.060762448107315
blatant incompetence,8.060762448107315
usual bully,8.060762448107315
blather,8.060762448107315
bleed,8.060762448107315
user zero,8.060762448107315
user yet,8.060762448107315
blind eye,8.060762448107315
boy pant,8.060762448107315
user son,8.060762448107315
user likely,8.060762448107315
user okay,8.060762448107315
bulldoze,8.060762448107315
bul,8.060762448107315
user nasty,8.060762448107315
build wall,8.060762448107315
user new,8.060762448107315
user obviously,8.060762448107315
buck,8.060762448107315
broken,8.060762448107315
bubble,8.060762448107315
user pay,8.060762448107315
user perfectly,8.060762448107315
user person,8.060762448107315
user point,8.060762448107315
bs,8.060762448107315
bulldoze republican,8.060762448107315
user much,8.060762448107315
user midst,8.060762448107315
bullshit big,8.060762448107315
bullshit blame,8.060762448107315
bullshit bully,8.060762448107315
bullshit call,8.060762448107315
user mention,8.060762448107315
user meaningless,8.060762448107315
bully 3,8.060762448107315
user man,8.060762448107315
user lmao,8.060762448107315
bully abused,8.060762448107315
bully act,8.060762448107315
bully afraid,8.060762448107315
user live,8.060762448107315
user listen,8.060762448107315
brutal,8.060762448107315
broadcaster,8.060762448107315
boys,8.060762448107315
user set,8.060762448107315
user run,8.060762448107315
break covid,8.060762448107315
user sadly,8.060762448107315
user sarah,8.060762448107315
bravado,8.060762448107315
user second,8.060762448107315
brainwashing,8.060762448107315
broad,8.060762448107315
brainwash,8.060762448107315
brainless,8.060762448107315
brain cell,8.060762448107315
user shut,8.060762448107315
brag way,8.060762448107315
user somebody,8.060762448107315
breaker,8.060762448107315
user rub,8.060762448107315
breathe,8.060762448107315
user reply,8.060762448107315
user real,8.060762448107315
bribe extort,8.060762448107315
bribery,8.060762448107315
bridge,8.060762448107315
user quote,8.060762448107315
briefing people,8.060762448107315
brilliant,8.060762448107315
user propaganda,8.060762448107315
bring back,8.060762448107315
user priority,8.060762448107315
user prime,8.060762448107315
user pretty,8.060762448107315
bro think,8.060762448107315
vibe,8.060762448107315
vice,8.060762448107315
bishop,8.060762448107315
bc think,8.060762448107315
bear virus,8.060762448107315
virus donald,8.060762448107315
virus dont,8.060762448107315
virus effort,8.060762448107315
bc white,8.060762448107315
bc virus,8.060762448107315
virus either,8.060762448107315
virus everywhere,8.060762448107315
virus else,8.060762448107315
virus end,8.060762448107315
battle virus,8.060762448107315
virus etc,8.060762448107315
virus everyone,8.060762448107315
bathroom,8.060762448107315
virus dipshit,8.060762448107315
virus die,8.060762448107315
virus destroy,8.060762448107315
virus despite,8.060762448107315
virus definitely,8.060762448107315
virus day,8.060762448107315
virus damn,8.060762448107315
bebest utter,8.060762448107315
virus crap,8.060762448107315
virus coronavirusuk,8.060762448107315
become acceptable,8.060762448107315
become butt,8.060762448107315
beef,8.060762448107315
virus conspiracy,8.060762448107315
virus consider,8.060762448107315
virus completely,8.060762448107315
virus cant,8.060762448107315
bat soup,8.060762448107315
bastard create,8.060762448107315
birx,8.060762448107315
virus hold,8.060762448107315
virus god,8.060762448107315
bald,8.060762448107315
bait,8.060762448107315
bail,8.060762448107315
bag trick,8.060762448107315
virus hear,8.060762448107315
bad yet,8.060762448107315
basis,8.060762448107315
bad virus,8.060762448107315
bad victim,8.060762448107315
bad use,8.060762448107315
bad trump,8.060762448107315
bad time,8.060762448107315
virus hope,8.060762448107315
band,8.060762448107315
virus force,8.060762448107315
virus fire,8.060762448107315
bankrupt,8.060762448107315
virus find,8.060762448107315
virus feeling,8.060762448107315
bare,8.060762448107315
bare minimum,8.060762448107315
virus feel,8.060762448107315
barely able,8.060762448107315
bargain,8.060762448107315
virus fault,8.060762448107315
virus farm,8.060762448107315
base trump,8.060762448107315
bash like,8.060762448107315
basically give,8.060762448107315
basically say,8.060762448107315
behalf,8.060762448107315
virus break,8.060762448107315
virus become,8.060762448107315
vindictiveness cause,8.060762448107315
vile racist,8.060762448107315
big give,8.060762448107315
big fat,8.060762448107315
vilification,8.060762448107315
vilify,8.060762448107315
big as,8.060762448107315
violate,8.060762448107315
behind screen,8.060762448107315
biden bully,8.060762448107315
bidding,8.060762448107315
viral,8.060762448107315
virgin,8.060762448107315
biblical,8.060762448107315
virtually,8.060762448107315
viewer,8.060762448107315
vietnam else,8.060762448107315
big time,8.060762448107315
vietnam,8.060762448107315
video make,8.060762448107315
victimise,8.060762448107315
bile,8.060762448107315
bill get,8.060762448107315
bill would,8.060762448107315
victim bully,8.060762448107315
vicious,8.060762448107315
bio,8.060762448107315
biological,8.060762448107315
bioweapon,8.060762448107315
bipartisan,8.060762448107315
bird,8.060762448107315
vice president,8.060762448107315
better,8.060762448107315
virus 1,8.060762448107315
best way,8.060762448107315
beloved eff,8.060762448107315
behold,8.060762448107315
bein,8.060762448107315
virus basically,8.060762448107315
belie,8.060762448107315
virus attack,8.060762448107315
believe bully,8.060762448107315
believe bullying,8.060762448107315
virus ask,8.060762448107315
believe god,8.060762448107315
believe happen,8.060762448107315
believe would,8.060762448107315
virus ar15,8.060762448107315
bell,8.060762448107315
virus appear,8.060762448107315
ben,8.060762448107315
virus 12,8.060762448107315
virus anymore,8.060762448107315
benefit grab,8.060762448107315
virus always,8.060762448107315
berate bully,8.060762448107315
bernie sander,8.060762448107315
virus allow,8.060762448107315
berniebros,8.060762448107315
beside,8.060762448107315
virus aid,8.060762448107315
virus affect,8.060762448107315
best bully,8.060762448107315
virus actual,8.060762448107315
best interest,8.060762448107315
best one,8.060762448107315
bully ang,8.060762448107315
bully anymore,8.060762448107315
u alone,8.060762448107315
unlike many,8.060762448107315
bully point,8.060762448107315
unknown,8.060762448107315
bully playground,8.060762448107315
bully planet,8.060762448107315
bully pick,8.060762448107315
unleash,8.060762448107315
bully peer,8.060762448107315
unrelated,8.060762448107315
unnecessarily,8.060762448107315
bully patient,8.060762448107315
bully pathological,8.060762448107315
bully part,8.060762448107315
unpopular,8.060762448107315
unprecedented,8.060762448107315
universe,8.060762448107315
bully politics,8.060762448107315
bully position,8.060762448107315
unify,8.060762448107315
unhappy,8.060762448107315
unfortunately virus,8.060762448107315
unfortunately trump,8.060762448107315
unfittolead,8.060762448107315
bully pui,8.060762448107315
unfitforoffice,8.060762448107315
undo,8.060762448107315
undisciplined,8.060762448107315
understanding,8.060762448107315
understand science,8.060762448107315
undermine,8.060762448107315
uncle,8.060762448107315
unchecked,8.060762448107315
unqualified,8.060762448107315
bully often,8.060762448107315
bully represent,8.060762448107315
use name,8.060762448107315
bully middle,8.060762448107315
bully mentality,8.060762448107315
bully mental,8.060762448107315
bully men,8.060762448107315
use agreement,8.060762448107315
use excuse,8.060762448107315
use phrase,8.060762448107315
bully nurse,8.060762448107315
bully many,8.060762448107315
bully manipulate,8.060762448107315
use right,8.060762448107315
bully loser,8.060762448107315
bully lose,8.060762448107315
bully look,8.060762448107315
bully might,8.060762448107315
bully militarily,8.060762448107315
bully minor,8.060762448107315
usa prefer,8.060762448107315
usa call,8.060762448107315
bully mom,8.060762448107315
bully moron,8.060762448107315
bully move,8.060762448107315
urgent,8.060762448107315
bully n,8.060762448107315
ur one,8.060762448107315
bully narcissistic,8.060762448107315
upside,8.060762448107315
update trump,8.060762448107315
bully new,8.060762448107315
unwell,8.060762448107315
untrue,8.060762448107315
uncertainty,8.060762448107315
bully result,8.060762448107315
user let's,8.060762448107315
bully totally,8.060762448107315
u govt,8.060762448107315
bully troll,8.060762448107315
u hit,8.060762448107315
bully traffic,8.060762448107315
bully trade,8.060762448107315
bully towards,8.060762448107315
u k,8.060762448107315
bully taunt,8.060762448107315
u late,8.060762448107315
u lie,8.060762448107315
bully they're,8.060762448107315
bully thank,8.060762448107315
bully tf,8.060762448107315
bully terrible,8.060762448107315
u good,8.060762448107315
u give,8.060762448107315
u fuck,8.060762448107315
u ever,8.060762448107315
u death,8.060762448107315
u deal,8.060762448107315
bully victimise,8.060762448107315
bully vindictiveness,8.060762448107315
bully vote,8.060762448107315
u care,8.060762448107315
bully wash,8.060762448107315
u can't,8.060762448107315
bully we're,8.060762448107315
bully wear,8.060762448107315
u buy,8.060762448107315
u asian,8.060762448107315
bully whatever,8.060762448107315
bully teacher,8.060762448107315
u really,8.060762448107315
unbelievably,8.060762448107315
unamerican,8.060762448107315
bully since,8.060762448107315
uk might,8.060762448107315
bully silly,8.060762448107315
ultimate,8.060762448107315
um ok,8.060762448107315
bully show,8.060762448107315
bully senate,8.060762448107315
u saturday,8.060762448107315
bully see,8.060762448107315
bully science,8.060762448107315
unanimously,8.060762448107315
unaware,8.060762448107315
bully run,8.060762448107315
bully risk,8.060762448107315
uk bully,8.060762448107315
bully smh,8.060762448107315
uber,8.060762448107315
bully spanish,8.060762448107315
u would,8.060762448107315
bully spin,8.060762448107315
bully spread,8.060762448107315
u win,8.060762448107315
bully state,8.060762448107315
bully stay,8.060762448107315
u trump,8.060762448107315
u stupid,8.060762448107315
u smart,8.060762448107315
bully stupid,8.060762448107315
u scream,8.060762448107315
u say,8.060762448107315
bully supporter,8.060762448107315
use social,8.060762448107315
bully living,8.060762448107315
use twitter,8.060762448107315
user extremely,8.060762448107315
bully covidiot,8.060762448107315
user endorse,8.060762448107315
user entire,8.060762448107315
user especially,8.060762448107315
user ew,8.060762448107315
user exactly,8.060762448107315
bully con,8.060762448107315
user fucker,8.060762448107315
user feel,8.060762448107315
user figure,8.060762448107315
bully classmate,8.060762448107315
bully claim,8.060762448107315
user forget,8.060762448107315
user fuck,8.060762448107315
user employee,8.060762448107315
user eh,8.060762448107315
bully crook,8.060762448107315
bully cuz,8.060762448107315
user double,8.060762448107315
bully demean,8.060762448107315
user despicable,8.060762448107315
bully democratic,8.060762448107315
bully deny,8.060762448107315
user deny,8.060762448107315
bully disease,8.060762448107315
bully disney,8.060762448107315
bully doctor,8.060762448107315
user definitely,8.060762448107315
bully donate,8.060762448107315
bully dont,8.060762448107315
bully drive,8.060762448107315
bully christian,8.060762448107315
user gee,8.060762448107315
bully listen,8.060762448107315
bully behaviour,8.060762448107315
user impotus,8.060762448107315
bully blackmail,8.060762448107315
bully black,8.060762448107315
user incompetencepandemic,8.060762448107315
bully biden,8.060762448107315
bully believe,8.060762448107315
bully behavior,8.060762448107315
user girl,8.060762448107315
user johnson,8.060762448107315
bully bash,8.060762448107315
bully badger,8.060762448107315
user lady,8.060762448107315
bully asshole,8.060762448107315
user least,8.060762448107315
user im,8.060762448107315
user ignore,8.060762448107315
user idea,8.060762448107315
bully boys,8.060762448107315
user i've,8.060762448107315
bully bring,8.060762448107315
user hole,8.060762448107315
user help,8.060762448107315
user head,8.060762448107315
bully campaign,8.060762448107315
bully candidate,8.060762448107315
bully card,8.060762448107315
user hahaha,8.060762448107315
user great,8.060762448107315
bully cell,8.060762448107315
user governor,8.060762448107315
bully cheat,8.060762448107315
bully earth,8.060762448107315
bully eat,8.060762448107315
user dead,8.060762448107315
bully however,8.060762448107315
bully ignorance,8.060762448107315
user american,8.060762448107315
bully idiocy,8.060762448107315
bully husband,8.060762448107315
bully hurt,8.060762448107315
user anything,8.060762448107315
bully hong,8.060762448107315
user daddy,8.060762448107315
bully home,8.060762448107315
bully highschool,8.060762448107315
user argument,8.060762448107315
bully hide,8.060762448107315
bully help,8.060762448107315
bully hell,8.060762448107315
bully imagine,8.060762448107315
bully india,8.060762448107315
bully instead,8.060762448107315
user adult,8.060762448107315
bully internet,8.060762448107315
user address,8.060762448107315
bully job,8.060762448107315
bully joe,8.060762448107315
user account,8.060762448107315
bully kick,8.060762448107315
user 8,8.060762448107315
bully kill,8.060762448107315
user 45,8.060762448107315
bully laugh,8.060762448107315
user 12,8.060762448107315
bully liar,8.060762448107315
use wuhan,8.060762448107315
user b,8.060762448107315
bully harry,8.060762448107315
bully guess,8.060762448107315
user comment,8.060762448107315
bully epidemic,8.060762448107315
user cyber,8.060762448107315
user curious,8.060762448107315
user correct,8.060762448107315
bully ever,8.060762448107315
user cool,8.060762448107315
bully everybody,8.060762448107315
user continue,8.060762448107315
bully facebook,8.060762448107315
bully failure,8.060762448107315
bully family,8.060762448107315
user conservative,8.060762448107315
user completely,8.060762448107315
bully feed,8.060762448107315
bully first,8.060762448107315
bully grow,8.060762448107315
bully force,8.060762448107315
user choose,8.060762448107315
user ccp,8.060762448107315
bully garbage,8.060762448107315
user cause,8.060762448107315
bully gay,8.060762448107315
